Date,Target,Source
17 June 1915,J.J. Farrelly,Piaras Béaslaí
17 June 1915,Richard O'Carroll,Tom Clarke
17 June 1915,Arthur Griffith,William O'Leary Curtis
19 June 1915,Thomas Byrne,Tom Clarke
19 June 1915,Arthur Griffith,Tom Clarke
19 June 1915,Arthur Griffith,Thomas Byrne
19 June 1915,James Murray,Tom Clarke
19 June 1915,Ben Parsons,Tom Clarke
19 June 1915,Tom Clarke,William O'Leary Curtis
19 June 1915,Joseph McGuinness,Tom Clarke
19 June 1915,Ben Parsons,James Murray
19 June 1915,James Murray,William O'Leary Curtis
19 June 1915,James Murray,Joseph McGuinness
19 June 1915,Ben Parsons,William O'Leary Curtis
19 June 1915,Ben Parsons,Joseph McGuinness
19 June 1915,Joseph McGuinness,William O'Leary Curtis
19 June 1915,Diarmuid Lynch,Tom Clarke
19 June 1915,Con Collins,Patrick O'Keeffe
19 June 1915,Patrick O'Keeffe,Piaras Béaslaí
19 June 1915,Con Collins,Piaras Béaslaí
20 June 1915,The O'Rahilly,Éamonn Ceannt
20 June 1915,T.J. Sheehan,The O'Rahilly
20 June 1915,Frank Fahy,The O'Rahilly
20 June 1915,Edward Daly,The O'Rahilly
20 June 1915,The O'Rahilly,Thomas Byrne
20 June 1915,P.H. Pearse,The O'Rahilly
20 June 1915,James Connolly,The O'Rahilly
20 June 1915,The O'Rahilly,William P. Partridge
20 June 1915,Peter Doyle,The O'Rahilly
20 June 1915,Bulmer Hobson,The O'Rahilly
20 June 1915,Constance Markievicz,The O'Rahilly
20 June 1915,The O'Rahilly,Tom Clarke
20 June 1915,J.J. Buggy,The O'Rahilly
20 June 1915,Seán T. O'Kelly,The O'Rahilly
20 June 1915,J.J. Walsh,The O'Rahilly
20 June 1915,John O'Mahony,The O'Rahilly
20 June 1915,George Irvine,The O'Rahilly
20 June 1915,Patrick O'Malley,The O'Rahilly
20 June 1915,Diarmuid Lynch,The O'Rahilly
20 June 1915,Herbert Mellows,The O'Rahilly
20 June 1915,Joseph McGuinness,The O'Rahilly
20 June 1915,T.J. Sheehan,Éamonn Ceannt
20 June 1915,Frank Fahy,Éamonn Ceannt
20 June 1915,Edward Daly,Éamonn Ceannt
20 June 1915,Thomas Byrne,Éamonn Ceannt
20 June 1915,P.H. Pearse,Éamonn Ceannt
20 June 1915,James Connolly,Éamonn Ceannt
20 June 1915,William P. Partridge,Éamonn Ceannt
20 June 1915,Peter Doyle,Éamonn Ceannt
20 June 1915,Bulmer Hobson,Éamonn Ceannt
20 June 1915,Constance Markievicz,Éamonn Ceannt
20 June 1915,Tom Clarke,Éamonn Ceannt
20 June 1915,J.J. Buggy,Éamonn Ceannt
20 June 1915,Seán T. O'Kelly,Éamonn Ceannt
20 June 1915,J.J. Walsh,Éamonn Ceannt
20 June 1915,John O'Mahony,Éamonn Ceannt
20 June 1915,George Irvine,Éamonn Ceannt
20 June 1915,Patrick O'Malley,Éamonn Ceannt
20 June 1915,Diarmuid Lynch,Éamonn Ceannt
20 June 1915,Herbert Mellows,Éamonn Ceannt
20 June 1915,Joseph McGuinness,Éamonn Ceannt
20 June 1915,Frank Fahy,T.J. Sheehan
20 June 1915,Edward Daly,T.J. Sheehan
20 June 1915,T.J. Sheehan,Thomas Byrne
20 June 1915,P.H. Pearse,T.J. Sheehan
20 June 1915,James Connolly,T.J. Sheehan
20 June 1915,T.J. Sheehan,William P. Partridge
20 June 1915,Peter Doyle,T.J. Sheehan
20 June 1915,Bulmer Hobson,T.J. Sheehan
20 June 1915,Constance Markievicz,T.J. Sheehan
20 June 1915,T.J. Sheehan,Tom Clarke
20 June 1915,J.J. Buggy,T.J. Sheehan
20 June 1915,Seán T. O'Kelly,T.J. Sheehan
20 June 1915,J.J. Walsh,T.J. Sheehan
20 June 1915,John O'Mahony,T.J. Sheehan
20 June 1915,George Irvine,T.J. Sheehan
20 June 1915,Patrick O'Malley,T.J. Sheehan
20 June 1915,Diarmuid Lynch,T.J. Sheehan
20 June 1915,Herbert Mellows,T.J. Sheehan
20 June 1915,Joseph McGuinness,T.J. Sheehan
20 June 1915,Edward Daly,Frank Fahy
20 June 1915,Frank Fahy,Thomas Byrne
20 June 1915,Frank Fahy,P.H. Pearse
20 June 1915,Frank Fahy,James Connolly
20 June 1915,Frank Fahy,William P. Partridge
20 June 1915,Frank Fahy,Peter Doyle
20 June 1915,Bulmer Hobson,Frank Fahy
20 June 1915,Constance Markievicz,Frank Fahy
20 June 1915,Frank Fahy,Tom Clarke
20 June 1915,Frank Fahy,J.J. Buggy
20 June 1915,Frank Fahy,Seán T. O'Kelly
20 June 1915,Frank Fahy,J.J. Walsh
20 June 1915,Frank Fahy,John O'Mahony
20 June 1915,Frank Fahy,George Irvine
20 June 1915,Frank Fahy,Patrick O'Malley
20 June 1915,Diarmuid Lynch,Frank Fahy
20 June 1915,Frank Fahy,Herbert Mellows
20 June 1915,Frank Fahy,Joseph McGuinness
20 June 1915,Edward Daly,Thomas Byrne
20 June 1915,Edward Daly,P.H. Pearse
20 June 1915,Edward Daly,James Connolly
20 June 1915,Edward Daly,William P. Partridge
20 June 1915,Edward Daly,Peter Doyle
20 June 1915,Bulmer Hobson,Edward Daly
20 June 1915,Constance Markievicz,Edward Daly
20 June 1915,Edward Daly,Tom Clarke
20 June 1915,Edward Daly,J.J. Buggy
20 June 1915,Edward Daly,Seán T. O'Kelly
20 June 1915,Edward Daly,J.J. Walsh
20 June 1915,Edward Daly,John O'Mahony
20 June 1915,Edward Daly,George Irvine
20 June 1915,Edward Daly,Patrick O'Malley
20 June 1915,Diarmuid Lynch,Edward Daly
20 June 1915,Edward Daly,Herbert Mellows
20 June 1915,Edward Daly,Joseph McGuinness
20 June 1915,P.H. Pearse,Thomas Byrne
20 June 1915,James Connolly,Thomas Byrne
20 June 1915,Thomas Byrne,William P. Partridge
20 June 1915,Peter Doyle,Thomas Byrne
20 June 1915,Bulmer Hobson,Thomas Byrne
20 June 1915,Constance Markievicz,Thomas Byrne
20 June 1915,Thomas Byrne,Tom Clarke
20 June 1915,J.J. Buggy,Thomas Byrne
20 June 1915,Seán T. O'Kelly,Thomas Byrne
20 June 1915,J.J. Walsh,Thomas Byrne
20 June 1915,John O'Mahony,Thomas Byrne
20 June 1915,George Irvine,Thomas Byrne
20 June 1915,Patrick O'Malley,Thomas Byrne
20 June 1915,Diarmuid Lynch,Thomas Byrne
20 June 1915,Herbert Mellows,Thomas Byrne
20 June 1915,Joseph McGuinness,Thomas Byrne
20 June 1915,James Connolly,P.H. Pearse
20 June 1915,P.H. Pearse,William P. Partridge
20 June 1915,P.H. Pearse,Peter Doyle
20 June 1915,Bulmer Hobson,P.H. Pearse
20 June 1915,Constance Markievicz,P.H. Pearse
20 June 1915,P.H. Pearse,Tom Clarke
20 June 1915,J.J. Buggy,P.H. Pearse
20 June 1915,P.H. Pearse,Seán T. O'Kelly
20 June 1915,J.J. Walsh,P.H. Pearse
20 June 1915,John O'Mahony,P.H. Pearse
20 June 1915,George Irvine,P.H. Pearse
20 June 1915,P.H. Pearse,Patrick O'Malley
20 June 1915,Diarmuid Lynch,P.H. Pearse
20 June 1915,Herbert Mellows,P.H. Pearse
20 June 1915,Joseph McGuinness,P.H. Pearse
20 June 1915,James Connolly,William P. Partridge
20 June 1915,James Connolly,Peter Doyle
20 June 1915,Bulmer Hobson,James Connolly
20 June 1915,Constance Markievicz,James Connolly
20 June 1915,James Connolly,Tom Clarke
20 June 1915,J.J. Buggy,James Connolly
20 June 1915,James Connolly,Seán T. O'Kelly
20 June 1915,J.J. Walsh,James Connolly
20 June 1915,James Connolly,John O'Mahony
20 June 1915,George Irvine,James Connolly
20 June 1915,James Connolly,Patrick O'Malley
20 June 1915,Diarmuid Lynch,James Connolly
20 June 1915,Herbert Mellows,James Connolly
20 June 1915,James Connolly,Joseph McGuinness
20 June 1915,Peter Doyle,William P. Partridge
20 June 1915,Bulmer Hobson,William P. Partridge
20 June 1915,Constance Markievicz,William P. Partridge
20 June 1915,Tom Clarke,William P. Partridge
20 June 1915,J.J. Buggy,William P. Partridge
20 June 1915,Seán T. O'Kelly,William P. Partridge
20 June 1915,J.J. Walsh,William P. Partridge
20 June 1915,John O'Mahony,William P. Partridge
20 June 1915,George Irvine,William P. Partridge
20 June 1915,Patrick O'Malley,William P. Partridge
20 June 1915,Diarmuid Lynch,William P. Partridge
20 June 1915,Herbert Mellows,William P. Partridge
20 June 1915,Joseph McGuinness,William P. Partridge
20 June 1915,Bulmer Hobson,Peter Doyle
20 June 1915,Constance Markievicz,Peter Doyle
20 June 1915,Peter Doyle,Tom Clarke
20 June 1915,J.J. Buggy,Peter Doyle
20 June 1915,Peter Doyle,Seán T. O'Kelly
20 June 1915,J.J. Walsh,Peter Doyle
20 June 1915,John O'Mahony,Peter Doyle
20 June 1915,George Irvine,Peter Doyle
20 June 1915,Patrick O'Malley,Peter Doyle
20 June 1915,Diarmuid Lynch,Peter Doyle
20 June 1915,Herbert Mellows,Peter Doyle
20 June 1915,Joseph McGuinness,Peter Doyle
20 June 1915,Bulmer Hobson,Constance Markievicz
20 June 1915,Bulmer Hobson,Tom Clarke
20 June 1915,Bulmer Hobson,J.J. Buggy
20 June 1915,Bulmer Hobson,Seán T. O'Kelly
20 June 1915,Bulmer Hobson,J.J. Walsh
20 June 1915,Bulmer Hobson,John O'Mahony
20 June 1915,Bulmer Hobson,George Irvine
20 June 1915,Bulmer Hobson,Patrick O'Malley
20 June 1915,Bulmer Hobson,Diarmuid Lynch
20 June 1915,Bulmer Hobson,Herbert Mellows
20 June 1915,Bulmer Hobson,Joseph McGuinness
20 June 1915,Constance Markievicz,Tom Clarke
20 June 1915,Constance Markievicz,J.J. Buggy
20 June 1915,Constance Markievicz,Seán T. O'Kelly
20 June 1915,Constance Markievicz,J.J. Walsh
20 June 1915,Constance Markievicz,John O'Mahony
20 June 1915,Constance Markievicz,George Irvine
20 June 1915,Constance Markievicz,Patrick O'Malley
20 June 1915,Constance Markievicz,Diarmuid Lynch
20 June 1915,Constance Markievicz,Herbert Mellows
20 June 1915,Constance Markievicz,Joseph McGuinness
20 June 1915,J.J. Buggy,Tom Clarke
20 June 1915,Seán T. O'Kelly,Tom Clarke
20 June 1915,J.J. Walsh,Tom Clarke
20 June 1915,John O'Mahony,Tom Clarke
20 June 1915,George Irvine,Tom Clarke
20 June 1915,Patrick O'Malley,Tom Clarke
20 June 1915,Diarmuid Lynch,Tom Clarke
20 June 1915,Herbert Mellows,Tom Clarke
20 June 1915,Joseph McGuinness,Tom Clarke
20 June 1915,J.J. Buggy,Seán T. O'Kelly
20 June 1915,J.J. Buggy,J.J. Walsh
20 June 1915,J.J. Buggy,John O'Mahony
20 June 1915,George Irvine,J.J. Buggy
20 June 1915,J.J. Buggy,Patrick O'Malley
20 June 1915,Diarmuid Lynch,J.J. Buggy
20 June 1915,Herbert Mellows,J.J. Buggy
20 June 1915,J.J. Buggy,Joseph McGuinness
20 June 1915,J.J. Walsh,Seán T. O'Kelly
20 June 1915,John O'Mahony,Seán T. O'Kelly
20 June 1915,George Irvine,Seán T. O'Kelly
20 June 1915,Patrick O'Malley,Seán T. O'Kelly
20 June 1915,Diarmuid Lynch,Seán T. O'Kelly
20 June 1915,Herbert Mellows,Seán T. O'Kelly
20 June 1915,Joseph McGuinness,Seán T. O'Kelly
20 June 1915,J.J. Walsh,John O'Mahony
20 June 1915,George Irvine,J.J. Walsh
20 June 1915,J.J. Walsh,Patrick O'Malley
20 June 1915,Diarmuid Lynch,J.J. Walsh
20 June 1915,Herbert Mellows,J.J. Walsh
20 June 1915,J.J. Walsh,Joseph McGuinness
20 June 1915,George Irvine,John O'Mahony
20 June 1915,John O'Mahony,Patrick O'Malley
20 June 1915,Diarmuid Lynch,John O'Mahony
20 June 1915,Herbert Mellows,John O'Mahony
20 June 1915,John O'Mahony,Joseph McGuinness
20 June 1915,George Irvine,Patrick O'Malley
20 June 1915,Diarmuid Lynch,George Irvine
20 June 1915,George Irvine,Herbert Mellows
20 June 1915,George Irvine,Joseph McGuinness
20 June 1915,Diarmuid Lynch,Patrick O'Malley
20 June 1915,Herbert Mellows,Patrick O'Malley
20 June 1915,Joseph McGuinness,Patrick O'Malley
20 June 1915,Diarmuid Lynch,Herbert Mellows
20 June 1915,Diarmuid Lynch,Joseph McGuinness
20 June 1915,Herbert Mellows,Joseph McGuinness
20 June 1915,J.J. Walsh,Patrick Walsh
21 June 1915,Joseph McGuinness,Tom Clarke
21 June 1915,Con Colbert,Tom Clarke
21 June 1915,Tom Clarke,Éamonn Ceannt
21 June 1915,Diarmuid Lynch,Tom Clarke
21 June 1915,Thomas Byrne,Tom Clarke
21 June 1915,Diarmuid Lynch,Thomas Byrne
21 June 1915,George Irvine,Tom Clarke
21 June 1915,Frank Fahy,Tom Clarke
21 June 1915,J.J. Walsh,Thomas Byrne
21 June 1915,Edward Daly,Irish Volunteers
23 June 1915,Seán T. O'Kelly,Tom Clarke
23 June 1915,Con Colbert,Tom Clarke
23 June 1915,Thomas Byrne,Tom Clarke
23 June 1915,Hugh O'Hehir,Tom Clarke
23 June 1915,J.J. Walsh,Tom Clarke
23 June 1915,Tom Clarke,William O'Leary Curtis
23 June 1915,Bulmer Hobson,Frank Fahy
23 June 1915,Bulmer Hobson,Herbert Mellows
23 June 1915,Arthur Griffith,Bulmer Hobson
23 June 1915,Bulmer Hobson,Éamonn Ceannt
23 June 1915,Bulmer Hobson,Con Colbert
23 June 1915,Frank Fahy,Herbert Mellows
23 June 1915,Arthur Griffith,Frank Fahy
23 June 1915,Frank Fahy,Éamonn Ceannt
23 June 1915,Con Colbert,Frank Fahy
23 June 1915,Arthur Griffith,Herbert Mellows
23 June 1915,Herbert Mellows,Éamonn Ceannt
23 June 1915,Con Colbert,Herbert Mellows
23 June 1915,Arthur Griffith,Éamonn Ceannt
23 June 1915,Arthur Griffith,Con Colbert
23 June 1915,Con Colbert,Éamonn Ceannt
23 June 1915,Henry Manning,Irish Volunteers
24 June 1915,J.J. Farrelly,Tom Clarke
24 June 1915,Diarmuid Lynch,Tom Clarke
24 June 1915,Tom Clarke,William Shortall
24 June 1915,Edward Daly,Tom Clarke
24 June 1915,Diarmuid Lynch,William Shortall
24 June 1915,Diarmuid Lynch,Edward Daly
24 June 1915,Edward Daly,William Shortall
24 June 1915,Tom Clarke,William O'Leary Curtis
24 June 1915,James Murray,Tom Clarke
24 June 1915,Herbert Mellows,Michael O'Hanrahan
24 June 1915,Frank Fahy,Irish Volunteers
26 June 1915,Joseph McGuinness,Tom Clarke
26 June 1915,James Murray,Tom Clarke
26 June 1915,James Murray,Joseph McGuinness
26 June 1915,Diarmuid Lynch,Tom Clarke
26 June 1915,Con Colbert,Tom Clarke
26 June 1915,Arthur Griffith,Tom Clarke
26 June 1915,Tom Clarke,William O'Leary Curtis
26 June 1915,Arthur Griffith,William O'Leary Curtis
26 June 1915,Denis McCullough,Frank Fahy
27 June 1915,Diarmuid Lynch,Tom Clarke
27 June 1915,Tom Clarke,W. Parsons
27 June 1915,J.J. Buggy,Tom Clarke
27 June 1915,Joseph McGuinness,Tom Clarke
27 June 1915,Diarmuid Lynch,W. Parsons
27 June 1915,Diarmuid Lynch,J.J. Buggy
27 June 1915,Diarmuid Lynch,Joseph McGuinness
27 June 1915,J.J. Buggy,W. Parsons
27 June 1915,Joseph McGuinness,W. Parsons
27 June 1915,J.J. Buggy,Joseph McGuinness
27 June 1915,Edward Daly,J.J. O'Connell
27 June 1915,J.J. O'Connell,Seán T. O'Kelly
27 June 1915,Charles Wyse Power,J.J. O'Connell
27 June 1915,J.J. O'Connell,James Stritch
27 June 1915,Edward Daly,Seán T. O'Kelly
27 June 1915,Charles Wyse Power,Edward Daly
27 June 1915,Edward Daly,James Stritch
27 June 1915,Charles Wyse Power,Seán T. O'Kelly
27 June 1915,James Stritch,Seán T. O'Kelly
27 June 1915,Charles Wyse Power,James Stritch
28 June 1915,Con Colbert,James Murray
28 June 1915,James Murray,Seán T. O'Kelly
28 June 1915,Frank Fahy,James Murray
28 June 1915,Con Colbert,Seán T. O'Kelly
28 June 1915,Con Colbert,Frank Fahy
28 June 1915,Frank Fahy,Seán T. O'Kelly
29 June 1915,Joseph McGuinness,Tom Clarke
29 June 1915,John MacBride,Tom Clarke
29 June 1915,Frank Fahy,Tom Clarke
29 June 1915,Ben Parsons,Tom Clarke
29 June 1915,Frank Fahy,John MacBride
29 June 1915,Ben Parsons,John MacBride
29 June 1915,Ben Parsons,Frank Fahy
29 June 1915,Rev. F. Pollard,Tom Clarke
29 June 1915,Bulmer Hobson,Seán T. O'Kelly
29 June 1915,Frank Fahy,Irish Volunteers
30 June 1915,Thomas Byrne,Tom Clarke
30 June 1915,Joseph McGuinness,Tom Clarke
30 June 1915,Con Colbert,Tom Clarke
30 June 1915,Frank Fahy,Tom Clarke
30 June 1915,Con Colbert,Frank Fahy
30 June 1915,J.J. Buggy,Tom Clarke
30 June 1915,Edward Daly,Tom Clarke
30 June 1915,Tom Clarke,William O'Leary Curtis
30 June 1915,Seán T. O'Kelly,Tom Clarke
30 June 1915,Edward Daly,J.J. Buggy
30 June 1915,J.J. Buggy,William O'Leary Curtis
30 June 1915,J.J. Buggy,Seán T. O'Kelly
30 June 1915,Edward Daly,William O'Leary Curtis
30 June 1915,Edward Daly,Seán T. O'Kelly
30 June 1915,Seán T. O'Kelly,William O'Leary Curtis
30 June 1915,Eoin MacNeill,John Fitzgibbon
30 June 1915,Eoin MacNeill,Éamonn Ceannt
30 June 1915,Eoin MacNeill,J. O'Connor
30 June 1915,John Fitzgibbon,Éamonn Ceannt
30 June 1915,J. O'Connor,John Fitzgibbon
30 June 1915,J. O'Connor,Éamonn Ceannt
30 June 1915,Irish Volunteers,Piaras Béaslaí
1 July 1915,Joseph McGuinness,Tom Clarke
1 July 1915,James Murray,Tom Clarke
1 July 1915,Herbert Mellows,Tom Clarke
1 July 1915,Tom Clarke,William O'Leary Curtis
1 July 1915,Arthur Griffith,Tom Clarke
1 July 1915,Cathal Kickham,Tom Clarke
1 July 1915,James Dodd,Tom Clarke
1 July 1915,P.H. Pearse,Tom Clarke
1 July 1915,Arthur Griffith,William O'Leary Curtis
1 July 1915,Cathal Kickham,William O'Leary Curtis
1 July 1915,James Dodd,William O'Leary Curtis
1 July 1915,P.H. Pearse,William O'Leary Curtis
1 July 1915,Arthur Griffith,Cathal Kickham
1 July 1915,Arthur Griffith,James Dodd
1 July 1915,Arthur Griffith,P.H. Pearse
1 July 1915,Cathal Kickham,James Dodd
1 July 1915,Cathal Kickham,P.H. Pearse
1 July 1915,James Dodd,P.H. Pearse
1 July 1915,Frank Fahy,Irish Volunteers
2 July 1915,Seán T. O'Kelly,Tom Clarke
2 July 1915,Thomas Byrne,Tom Clarke
2 July 1915,James Murray,Tom Clarke
2 July 1915,Tom Clarke,William Shortall
2 July 1915,J.J. Farrelly,Tom Clarke
2 July 1915,James Murray,Thomas Byrne
2 July 1915,Thomas Byrne,William Shortall
2 July 1915,J.J. Farrelly,Thomas Byrne
2 July 1915,James Murray,William Shortall
2 July 1915,J.J. Farrelly,James Murray
2 July 1915,J.J. Farrelly,William Shortall
2 July 1915,Tom Clarke,William O'Leary Curtis
2 July 1915,Hugh O'Hehir,Thomas J. Dolan
2 July 1915,T.J. Sheehan,Éamonn Ceannt
2 July 1915,Michael O'Hanrahan,Éamonn Ceannt
2 July 1915,Frank Fahy,Éamonn Ceannt
2 July 1915,George Irvine,Éamonn Ceannt
2 July 1915,James Murray,Éamonn Ceannt
2 July 1915,Michael O'Hanrahan,T.J. Sheehan
2 July 1915,Frank Fahy,T.J. Sheehan
2 July 1915,George Irvine,T.J. Sheehan
2 July 1915,James Murray,T.J. Sheehan
2 July 1915,Frank Fahy,Michael O'Hanrahan
2 July 1915,George Irvine,Michael O'Hanrahan
2 July 1915,James Murray,Michael O'Hanrahan
2 July 1915,Frank Fahy,George Irvine
2 July 1915,Frank Fahy,James Murray
2 July 1915,George Irvine,James Murray
2 July 1915,B.J. Fagan,Patrick Ryan
2 July 1915,Francis Sheehy-Skeffington,Hanna Sheehy-Skeffington
3 July 1915,Frank Fahy,Tom Clarke
3 July 1915,Tom Clarke,William Shortall
3 July 1915,Tom Clarke,William O'Leary Curtis
3 July 1915,James Murray,Tom Clarke
3 July 1915,James Murray,William O'Leary Curtis
3 July 1915,Frank Fahy,Thomas J. Dolan
4 July 1915,Eoin MacNeill,P.H. Pearse
4 July 1915,Bulmer Hobson,Eoin MacNeill
4 July 1915,Eoin MacNeill,Thomas MacDonagh
4 July 1915,Eoin MacNeill,Piaras Béaslaí
4 July 1915,Con Colbert,Eoin MacNeill
4 July 1915,Eoin MacNeill,Éamonn Ceannt
4 July 1915,Eoin MacNeill,The O'Rahilly
4 July 1915,Edward Daly,Eoin MacNeill
4 July 1915,Eoin MacNeill,James Leddan
4 July 1915,Eoin MacNeill,Patrick Hughes
4 July 1915,Eoin MacNeill,Frank Lawless
4 July 1915,Austin Stack,Eoin MacNeill
4 July 1915,Eoin MacNeill,J. O'Connor
4 July 1915,Bulmer Hobson,P.H. Pearse
4 July 1915,P.H. Pearse,Thomas MacDonagh
4 July 1915,P.H. Pearse,Piaras Béaslaí
4 July 1915,Con Colbert,P.H. Pearse
4 July 1915,P.H. Pearse,Éamonn Ceannt
4 July 1915,P.H. Pearse,The O'Rahilly
4 July 1915,Edward Daly,P.H. Pearse
4 July 1915,James Leddan,P.H. Pearse
4 July 1915,P.H. Pearse,Patrick Hughes
4 July 1915,Frank Lawless,P.H. Pearse
4 July 1915,Austin Stack,P.H. Pearse
4 July 1915,J. O'Connor,P.H. Pearse
4 July 1915,Bulmer Hobson,Thomas MacDonagh
4 July 1915,Bulmer Hobson,Piaras Béaslaí
4 July 1915,Bulmer Hobson,Con Colbert
4 July 1915,Bulmer Hobson,Éamonn Ceannt
4 July 1915,Bulmer Hobson,The O'Rahilly
4 July 1915,Bulmer Hobson,Edward Daly
4 July 1915,Bulmer Hobson,James Leddan
4 July 1915,Bulmer Hobson,Patrick Hughes
4 July 1915,Bulmer Hobson,Frank Lawless
4 July 1915,Austin Stack,Bulmer Hobson
4 July 1915,Bulmer Hobson,J. O'Connor
4 July 1915,Piaras Béaslaí,Thomas MacDonagh
4 July 1915,Con Colbert,Thomas MacDonagh
4 July 1915,Thomas MacDonagh,Éamonn Ceannt
4 July 1915,The O'Rahilly,Thomas MacDonagh
4 July 1915,Edward Daly,Thomas MacDonagh
4 July 1915,James Leddan,Thomas MacDonagh
4 July 1915,Patrick Hughes,Thomas MacDonagh
4 July 1915,Frank Lawless,Thomas MacDonagh
4 July 1915,Austin Stack,Thomas MacDonagh
4 July 1915,J. O'Connor,Thomas MacDonagh
4 July 1915,Con Colbert,Piaras Béaslaí
4 July 1915,Piaras Béaslaí,Éamonn Ceannt
4 July 1915,Piaras Béaslaí,The O'Rahilly
4 July 1915,Edward Daly,Piaras Béaslaí
4 July 1915,James Leddan,Piaras Béaslaí
4 July 1915,Patrick Hughes,Piaras Béaslaí
4 July 1915,Frank Lawless,Piaras Béaslaí
4 July 1915,Austin Stack,Piaras Béaslaí
4 July 1915,J. O'Connor,Piaras Béaslaí
4 July 1915,Con Colbert,Éamonn Ceannt
4 July 1915,Con Colbert,The O'Rahilly
4 July 1915,Con Colbert,Edward Daly
4 July 1915,Con Colbert,James Leddan
4 July 1915,Con Colbert,Patrick Hughes
4 July 1915,Con Colbert,Frank Lawless
4 July 1915,Austin Stack,Con Colbert
4 July 1915,Con Colbert,J. O'Connor
4 July 1915,The O'Rahilly,Éamonn Ceannt
4 July 1915,Edward Daly,Éamonn Ceannt
4 July 1915,James Leddan,Éamonn Ceannt
4 July 1915,Patrick Hughes,Éamonn Ceannt
4 July 1915,Frank Lawless,Éamonn Ceannt
4 July 1915,Austin Stack,Éamonn Ceannt
4 July 1915,J. O'Connor,Éamonn Ceannt
4 July 1915,Edward Daly,The O'Rahilly
4 July 1915,James Leddan,The O'Rahilly
4 July 1915,Patrick Hughes,The O'Rahilly
4 July 1915,Frank Lawless,The O'Rahilly
4 July 1915,Austin Stack,The O'Rahilly
4 July 1915,J. O'Connor,The O'Rahilly
4 July 1915,Edward Daly,James Leddan
4 July 1915,Edward Daly,Patrick Hughes
4 July 1915,Edward Daly,Frank Lawless
4 July 1915,Austin Stack,Edward Daly
4 July 1915,Edward Daly,J. O'Connor
4 July 1915,James Leddan,Patrick Hughes
4 July 1915,Frank Lawless,James Leddan
4 July 1915,Austin Stack,James Leddan
4 July 1915,J. O'Connor,James Leddan
4 July 1915,Frank Lawless,Patrick Hughes
4 July 1915,Austin Stack,Patrick Hughes
4 July 1915,J. O'Connor,Patrick Hughes
4 July 1915,Austin Stack,Frank Lawless
4 July 1915,Frank Lawless,J. O'Connor
4 July 1915,Austin Stack,J. O'Connor
4 July 1915,Irish Volunteers,Joseph McGuinness
4 July 1915,Miss Cahalan,Miss Maxwell
5 July 1915,Joseph McGuinness,Tom Clarke
5 July 1915,J.J. Walsh,Tom Clarke
5 July 1915,Thomas Kenny,Tom Clarke
5 July 1915,T.S. Cuffe,Tom Clarke
5 July 1915,Seán T. O'Kelly,Tom Clarke
5 July 1915,Thomas Byrne,Tom Clarke
5 July 1915,Seán T. O'Kelly,Thomas Byrne
5 July 1915,Diarmuid Lynch,Tom Clarke
5 July 1915,Tom Clarke,William O'Leary Curtis
5 July 1915,Arthur Griffith,Tom Clarke
5 July 1915,Diarmuid Lynch,William O'Leary Curtis
5 July 1915,Arthur Griffith,Diarmuid Lynch
5 July 1915,Arthur Griffith,William O'Leary Curtis
6 July 1915,James Murray,Tom Clarke
6 July 1915,Seán T. O'Kelly,Tom Clarke
6 July 1915,Tom Clarke,Éamonn Ceannt
6 July 1915,Diarmuid Lynch,Tom Clarke
6 July 1915,Thomas Byrne,Tom Clarke
6 July 1915,Joseph McGuinness,Tom Clarke
6 July 1915,Diarmuid Lynch,Thomas Byrne
6 July 1915,Diarmuid Lynch,Joseph McGuinness
6 July 1915,Joseph McGuinness,Thomas Byrne
6 July 1915,Tom Clarke,William O'Leary Curtis
6 July 1915,Arthur Griffith,Tom Clarke
6 July 1915,Arthur Griffith,William O'Leary Curtis
6 July 1915,Bulmer Hobson,Michael O'Hanrahan
