Date,Target,Source
28 December 1915,Tom Clarke,William O'Leary Curtis
28 December 1915,Joseph Murray,Tom Clarke
28 December 1915,Seán T. O'Kelly,Tom Clarke
28 December 1915,Eimar O'Duffy,Liam Mellows
28 December 1915,James O'Sullivan,Liam Mellows
28 December 1915,Eimar O'Duffy,James O'Sullivan
28 December 1915,Herbert Moore Pim,The O'Rahilly
28 December 1915,Michael O'Hanrahan,The O'Rahilly
28 December 1915,Herbert Moore Pim,Michael O'Hanrahan
28 December 1915,Francis Sheehy-Skeffington,Herbert Moore Pim
28 December 1915,Herbert Moore Pim,Laurence Ginnell
29 December 1915,Tom Clarke,William O'Leary Curtis
29 December 1915,Herbert Moore Pim,Tom Clarke
29 December 1915,M.W. O'Reilly,Tom Clarke
29 December 1915,Herbert Moore Pim,M.W. O'Reilly
29 December 1915,The O'Rahilly,Éamon De Valera
30 December 1915,Con Colbert,Tom Clarke
30 December 1915,Frank Fahy,Tom Clarke
30 December 1915,Joseph McGuinness,Tom Clarke
30 December 1915,Tom Clarke,William Sheehan
30 December 1915,Michael O'Hanrahan,Tom Clarke
30 December 1915,J.J. Farrelly,Tom Clarke
30 December 1915,J.J. Farrelly,Michael O'Hanrahan
30 December 1915,Herbert Mellows,Herbert Moore Pim
30 December 1915,Constance Markievicz,James Connolly
30 December 1915,Arthur Griffith,William O'Leary Curtis
31 December 1915,Tom Clarke,William O'Leary Curtis
31 December 1915,Thomas Byrne,Tom Clarke
31 December 1915,John O'Mahony,Tom Clarke
31 December 1915,Seán McGarry,Tom Clarke
31 December 1915,Michael Foley,Tom Clarke
31 December 1915,Tom Clarke,William Sheehan
31 December 1915,J.J. Buggy,Tom Clarke
31 December 1915,M.W. O'Reilly,Tom Clarke
31 December 1915,Edward Daly,Tom Clarke
31 December 1915,J.J. Buggy,M.W. O'Reilly
31 December 1915,Edward Daly,J.J. Buggy
31 December 1915,Edward Daly,M.W. O'Reilly
31 December 1915,Ernest Blythe,The O'Rahilly
1 January 1916,Seán T. O'Kelly,Tom Clarke
1 January 1916,Joseph McGuinness,Tom Clarke
1 January 1916,Joseph Murray,Tom Clarke
1 January 1916,John O'Mahony,Tom Clarke
1 January 1916,John O'Mahony,Joseph Murray
1 January 1916,Frank McCabe,Tom Clarke
1 January 1916,Seán MacDiarmada,Tom Clarke
1 January 1916,Tom Clarke,William O'Leary Curtis
1 January 1916,Seán MacDiarmada,William O'Leary Curtis
1 January 1916,Michael O'Hanrahan,Tom Clarke
1 January 1916,Herbert Moore Pim,Laurence Ginnell
1 January 1916,Eimar O'Duffy,Ernest Blythe
1 January 1916,John Nolan,Laurence Reddy
2 January 1916,Seán T. O'Kelly,Tom Clarke
2 January 1916,Joseph McGuinness,Tom Clarke
2 January 1916,Seán MacDiarmada,Tom Clarke
2 January 1916,Joseph McGuinness,Seán T. O'Kelly
2 January 1916,Seán MacDiarmada,Seán T. O'Kelly
2 January 1916,Joseph McGuinness,Seán MacDiarmada
2 January 1916,Charles Wyse Power,John Neeson
3 January 1916,Seán McGarry,Tom Clarke
3 January 1916,Seán MacDiarmada,Tom Clarke
3 January 1916,Denis McCullough,Tom Clarke
3 January 1916,Joseph Murray,Tom Clarke
3 January 1916,Tom Clarke,William O'Leary Curtis
3 January 1916,Eimar O'Duffy,Herbert Mellows
3 January 1916,Bulmer Hobson,Herbert Mellows
3 January 1916,Herbert Mellows,The O'Rahilly
3 January 1916,Herbert Mellows,James O'Sullivan
3 January 1916,Bulmer Hobson,Eimar O'Duffy
3 January 1916,Eimar O'Duffy,The O'Rahilly
3 January 1916,Eimar O'Duffy,James O'Sullivan
3 January 1916,Bulmer Hobson,The O'Rahilly
3 January 1916,Bulmer Hobson,James O'Sullivan
3 January 1916,James O'Sullivan,The O'Rahilly
3 January 1916,Joseph Plunkett,Éamon De Valera
3 January 1916,Thomas MacDonagh,Éamon De Valera
3 January 1916,Joseph Plunkett,Thomas MacDonagh
4 January 1916,Seán McGarry,Tom Clarke
4 January 1916,Thomas McCarthy,Tom Clarke
4 January 1916,Seán T. O'Kelly,Tom Clarke
4 January 1916,M.W. O'Reilly,Tom Clarke
4 January 1916,Tom Clarke,William O'Leary Curtis
4 January 1916,M.W. O'Reilly,Seán T. O'Kelly
4 January 1916,Seán T. O'Kelly,William O'Leary Curtis
4 January 1916,M.W. O'Reilly,William O'Leary Curtis
4 January 1916,Bulmer Hobson,Herbert Mellows
4 January 1916,Bulmer Hobson,Eimar O'Duffy
4 January 1916,Bulmer Hobson,Michael O'Hanrahan
4 January 1916,Bulmer Hobson,Thomas MacDonagh
4 January 1916,Bulmer Hobson,Joseph McGuinness
4 January 1916,Eimar O'Duffy,Herbert Mellows
4 January 1916,Herbert Mellows,Michael O'Hanrahan
4 January 1916,Herbert Mellows,Thomas MacDonagh
4 January 1916,Herbert Mellows,Joseph McGuinness
4 January 1916,Eimar O'Duffy,Michael O'Hanrahan
4 January 1916,Eimar O'Duffy,Thomas MacDonagh
4 January 1916,Eimar O'Duffy,Joseph McGuinness
4 January 1916,Michael O'Hanrahan,Thomas MacDonagh
4 January 1916,Joseph McGuinness,Michael O'Hanrahan
4 January 1916,Joseph McGuinness,Thomas MacDonagh
4 January 1916,Francis Sheehy-Skeffington,James Connolly
4 January 1916,Francis Sheehy-Skeffington,William O'Brien
4 January 1916,Francis Sheehy-Skeffington,Tom Clarke
4 January 1916,Bulmer Hobson,Francis Sheehy-Skeffington
4 January 1916,Arthur Griffith,Francis Sheehy-Skeffington
4 January 1916,Francis Sheehy-Skeffington,Patrick Ryan
4 January 1916,Eimar O'Duffy,Francis Sheehy-Skeffington
4 January 1916,Francis Sheehy-Skeffington,Seán McGarry
4 January 1916,Francis Sheehy-Skeffington,Patrick O'Keeffe
4 January 1916,Charles D. Somers,Francis Sheehy-Skeffington
4 January 1916,Francis Sheehy-Skeffington,Gerald Crofts
4 January 1916,Constance Markievicz,Francis Sheehy-Skeffington
4 January 1916,Francis Sheehy-Skeffington,Jennie Wyse Power
4 January 1916,James Connolly,William O'Brien
4 January 1916,James Connolly,Tom Clarke
4 January 1916,Bulmer Hobson,James Connolly
4 January 1916,Arthur Griffith,James Connolly
4 January 1916,James Connolly,Patrick Ryan
4 January 1916,Eimar O'Duffy,James Connolly
4 January 1916,James Connolly,Seán McGarry
4 January 1916,James Connolly,Patrick O'Keeffe
4 January 1916,Charles D. Somers,James Connolly
4 January 1916,Gerald Crofts,James Connolly
4 January 1916,Constance Markievicz,James Connolly
4 January 1916,James Connolly,Jennie Wyse Power
4 January 1916,Tom Clarke,William O'Brien
4 January 1916,Bulmer Hobson,William O'Brien
4 January 1916,Arthur Griffith,William O'Brien
4 January 1916,Patrick Ryan,William O'Brien
4 January 1916,Eimar O'Duffy,William O'Brien
4 January 1916,Seán McGarry,William O'Brien
4 January 1916,Patrick O'Keeffe,William O'Brien
4 January 1916,Charles D. Somers,William O'Brien
4 January 1916,Gerald Crofts,William O'Brien
4 January 1916,Constance Markievicz,William O'Brien
4 January 1916,Jennie Wyse Power,William O'Brien
4 January 1916,Bulmer Hobson,Tom Clarke
4 January 1916,Arthur Griffith,Tom Clarke
4 January 1916,Patrick Ryan,Tom Clarke
4 January 1916,Eimar O'Duffy,Tom Clarke
4 January 1916,Seán McGarry,Tom Clarke
4 January 1916,Patrick O'Keeffe,Tom Clarke
4 January 1916,Charles D. Somers,Tom Clarke
4 January 1916,Gerald Crofts,Tom Clarke
4 January 1916,Constance Markievicz,Tom Clarke
4 January 1916,Jennie Wyse Power,Tom Clarke
4 January 1916,Arthur Griffith,Bulmer Hobson
4 January 1916,Bulmer Hobson,Patrick Ryan
4 January 1916,Bulmer Hobson,Eimar O'Duffy
4 January 1916,Bulmer Hobson,Seán McGarry
4 January 1916,Bulmer Hobson,Patrick O'Keeffe
4 January 1916,Bulmer Hobson,Charles D. Somers
4 January 1916,Bulmer Hobson,Gerald Crofts
4 January 1916,Bulmer Hobson,Constance Markievicz
4 January 1916,Bulmer Hobson,Jennie Wyse Power
4 January 1916,Arthur Griffith,Patrick Ryan
4 January 1916,Arthur Griffith,Eimar O'Duffy
4 January 1916,Arthur Griffith,Seán McGarry
4 January 1916,Arthur Griffith,Patrick O'Keeffe
4 January 1916,Arthur Griffith,Charles D. Somers
4 January 1916,Arthur Griffith,Gerald Crofts
4 January 1916,Arthur Griffith,Constance Markievicz
4 January 1916,Arthur Griffith,Jennie Wyse Power
4 January 1916,Eimar O'Duffy,Patrick Ryan
4 January 1916,Seán McGarry,Patrick Ryan
4 January 1916,Patrick O'Keeffe,Patrick Ryan
4 January 1916,Charles D. Somers,Patrick Ryan
4 January 1916,Gerald Crofts,Patrick Ryan
4 January 1916,Constance Markievicz,Patrick Ryan
4 January 1916,Jennie Wyse Power,Patrick Ryan
4 January 1916,Eimar O'Duffy,Seán McGarry
4 January 1916,Eimar O'Duffy,Patrick O'Keeffe
4 January 1916,Charles D. Somers,Eimar O'Duffy
4 January 1916,Eimar O'Duffy,Gerald Crofts
4 January 1916,Constance Markievicz,Eimar O'Duffy
4 January 1916,Eimar O'Duffy,Jennie Wyse Power
4 January 1916,Seán McGarry,Patrick O'Keeffe
4 January 1916,Charles D. Somers,Seán McGarry
4 January 1916,Gerald Crofts,Seán McGarry
4 January 1916,Constance Markievicz,Seán McGarry
4 January 1916,Jennie Wyse Power,Seán McGarry
4 January 1916,Charles D. Somers,Patrick O'Keeffe
4 January 1916,Gerald Crofts,Patrick O'Keeffe
4 January 1916,Constance Markievicz,Patrick O'Keeffe
4 January 1916,Jennie Wyse Power,Patrick O'Keeffe
4 January 1916,Charles D. Somers,Gerald Crofts
4 January 1916,Charles D. Somers,Constance Markievicz
4 January 1916,Charles D. Somers,Jennie Wyse Power
4 January 1916,Constance Markievicz,Gerald Crofts
4 January 1916,Gerald Crofts,Jennie Wyse Power
4 January 1916,Constance Markievicz,Jennie Wyse Power
5 January 1916,The O'Rahilly,Tom Clarke
5 January 1916,Seán MacDiarmada,Tom Clarke
5 January 1916,Seán MacDiarmada,The O'Rahilly
5 January 1916,Patrick Hughes,Tom Clarke
5 January 1916,Cathal Kickham,Tom Clarke
5 January 1916,J.J. Buggy,Tom Clarke
5 January 1916,Cathal Kickham,Patrick Hughes
5 January 1916,J.J. Buggy,Patrick Hughes
5 January 1916,Cathal Kickham,J.J. Buggy
5 January 1916,Michael O'Hanrahan,Tom Clarke
5 January 1916,Frank Fahy,Tom Clarke
5 January 1916,Bulmer Hobson,Herbert Mellows
5 January 1916,Bulmer Hobson,Michael O'Hanrahan
5 January 1916,Herbert Mellows,Michael O'Hanrahan
5 January 1916,Eimar O'Duffy,Seán MacDiarmada
5 January 1916,Seán McGarry,Seán MacDiarmada
5 January 1916,Eimar O'Duffy,Seán McGarry
6 January 1916,Seán MacDiarmada,Tom Clarke
6 January 1916,Tom Clarke,William O'Leary Curtis
6 January 1916,Piaras Béaslaí,Tom Clarke
6 January 1916,James Stritch,Tom Clarke
6 January 1916,Bulmer Hobson,Herbert Mellows
6 January 1916,Bulmer Hobson,Michael O'Hanrahan
6 January 1916,Herbert Mellows,Michael O'Hanrahan
6 January 1916,Patrick Thomas Daly,William P. Partridge
6 January 1916,Gerald Griffin,Thomas Byrne
7 January 1916,James O'Sullivan,Tom Clarke
7 January 1916,Michael Foley,Tom Clarke
7 January 1916,Frank McCabe,Tom Clarke
7 January 1916,J.J. Buggy,Tom Clarke
7 January 1916,M.W. O'Reilly,Tom Clarke
7 January 1916,Bulmer Hobson,Eoin MacNeill
7 January 1916,Eoin MacNeill,Herbert Mellows
7 January 1916,Eoin MacNeill,Joseph Plunkett
7 January 1916,Eoin MacNeill,Thomas MacDonagh
7 January 1916,Eoin MacNeill,J.J. O'Connell
7 January 1916,Eoin MacNeill,John Fitzgibbon
7 January 1916,Eoin MacNeill,Michael O'Hanrahan
7 January 1916,Bulmer Hobson,Herbert Mellows
7 January 1916,Bulmer Hobson,Joseph Plunkett
7 January 1916,Bulmer Hobson,Thomas MacDonagh
7 January 1916,Bulmer Hobson,J.J. O'Connell
7 January 1916,Bulmer Hobson,John Fitzgibbon
7 January 1916,Bulmer Hobson,Michael O'Hanrahan
7 January 1916,Herbert Mellows,Joseph Plunkett
7 January 1916,Herbert Mellows,Thomas MacDonagh
7 January 1916,Herbert Mellows,J.J. O'Connell
7 January 1916,Herbert Mellows,John Fitzgibbon
7 January 1916,Herbert Mellows,Michael O'Hanrahan
7 January 1916,Joseph Plunkett,Thomas MacDonagh
7 January 1916,J.J. O'Connell,Joseph Plunkett
7 January 1916,John Fitzgibbon,Joseph Plunkett
7 January 1916,Joseph Plunkett,Michael O'Hanrahan
7 January 1916,J.J. O'Connell,Thomas MacDonagh
7 January 1916,John Fitzgibbon,Thomas MacDonagh
7 January 1916,Michael O'Hanrahan,Thomas MacDonagh
7 January 1916,J.J. O'Connell,John Fitzgibbon
7 January 1916,J.J. O'Connell,Michael O'Hanrahan
7 January 1916,John Fitzgibbon,Michael O'Hanrahan
7 January 1916,Gerald Griffin,J.J. Walsh
7 January 1916,J.J. O'Connell,Éamon De Valera
7 January 1916,Edward Daly,Éamon De Valera
7 January 1916,Seán MacDiarmada,Éamon De Valera
7 January 1916,Joseph McGuinness,Éamon De Valera
7 January 1916,Bulmer Hobson,Éamon De Valera
7 January 1916,Piaras Béaslaí,Éamon De Valera
7 January 1916,Michael O'Hanrahan,Éamon De Valera
7 January 1916,Frank Fahy,Éamon De Valera
7 January 1916,Edward Daly,J.J. O'Connell
7 January 1916,J.J. O'Connell,Seán MacDiarmada
7 January 1916,J.J. O'Connell,Joseph McGuinness
7 January 1916,Bulmer Hobson,J.J. O'Connell
7 January 1916,J.J. O'Connell,Piaras Béaslaí
7 January 1916,J.J. O'Connell,Michael O'Hanrahan
7 January 1916,Frank Fahy,J.J. O'Connell
7 January 1916,Edward Daly,Seán MacDiarmada
7 January 1916,Edward Daly,Joseph McGuinness
7 January 1916,Bulmer Hobson,Edward Daly
7 January 1916,Edward Daly,Piaras Béaslaí
7 January 1916,Edward Daly,Michael O'Hanrahan
7 January 1916,Edward Daly,Frank Fahy
7 January 1916,Joseph McGuinness,Seán MacDiarmada
7 January 1916,Bulmer Hobson,Seán MacDiarmada
7 January 1916,Piaras Béaslaí,Seán MacDiarmada
7 January 1916,Michael O'Hanrahan,Seán MacDiarmada
7 January 1916,Frank Fahy,Seán MacDiarmada
7 January 1916,Bulmer Hobson,Joseph McGuinness
7 January 1916,Joseph McGuinness,Piaras Béaslaí
7 January 1916,Joseph McGuinness,Michael O'Hanrahan
7 January 1916,Frank Fahy,Joseph McGuinness
7 January 1916,Bulmer Hobson,Piaras Béaslaí
7 January 1916,Bulmer Hobson,Michael O'Hanrahan
7 January 1916,Bulmer Hobson,Frank Fahy
7 January 1916,Michael O'Hanrahan,Piaras Béaslaí
7 January 1916,Frank Fahy,Piaras Béaslaí
7 January 1916,Frank Fahy,Michael O'Hanrahan
8 January 1916,Joseph McGuinness,Tom Clarke
8 January 1916,Piaras Béaslaí,Tom Clarke
8 January 1916,J.J. O'Connell,Tom Clarke
8 January 1916,J.J. O'Connell,Piaras Béaslaí
8 January 1916,Seán MacDiarmada,Tom Clarke
8 January 1916,Charles Shannon,Tom Clarke
8 January 1916,Charles Shannon,Seán MacDiarmada
8 January 1916,Thomas McCarthy,Tom Clarke
8 January 1916,Seán MacDiarmada,Tom Clarke
8 January 1916,James Whelan,Tom Clarke
8 January 1916,James Whelan,Seán MacDiarmada
8 January 1916,Bulmer Hobson,The O'Rahilly
8 January 1916,Michael O'Hanrahan,The O'Rahilly
8 January 1916,Bulmer Hobson,Michael O'Hanrahan
8 January 1916,J.J. O'Connell,Michael O'Hanrahan
8 January 1916,J.J. O'Connell,Thomas MacDonagh
8 January 1916,J.J. O'Connell,Laurence Raul
8 January 1916,J.J. O'Connell,Éamonn Ceannt
8 January 1916,J.J. O'Connell,The O'Rahilly
8 January 1916,J.J. O'Connell,Pierce McCann
8 January 1916,Michael O'Hanrahan,Thomas MacDonagh
8 January 1916,Laurence Raul,Michael O'Hanrahan
8 January 1916,Michael O'Hanrahan,Éamonn Ceannt
8 January 1916,Michael O'Hanrahan,The O'Rahilly
8 January 1916,Michael O'Hanrahan,Pierce McCann
8 January 1916,Laurence Raul,Thomas MacDonagh
8 January 1916,Thomas MacDonagh,Éamonn Ceannt
8 January 1916,The O'Rahilly,Thomas MacDonagh
8 January 1916,Pierce McCann,Thomas MacDonagh
8 January 1916,Laurence Raul,Éamonn Ceannt
8 January 1916,Laurence Raul,The O'Rahilly
8 January 1916,Laurence Raul,Pierce McCann
8 January 1916,The O'Rahilly,Éamonn Ceannt
8 January 1916,Pierce McCann,Éamonn Ceannt
8 January 1916,Pierce McCann,The O'Rahilly
8 January 1916,Seán MacDiarmada,Seán T. O'Kelly
8 January 1916,R. Foley,Seán T. O'Kelly
8 January 1916,Charles Shannon,Seán T. O'Kelly
8 January 1916,Piaras Béaslaí,Seán T. O'Kelly
8 January 1916,Seán T. O'Kelly,The O'Rahilly
8 January 1916,Patrick O'Malley,Seán T. O'Kelly
8 January 1916,Pierce McCann,Seán T. O'Kelly
8 January 1916,R. Foley,Seán MacDiarmada
8 January 1916,Charles Shannon,Seán MacDiarmada
8 January 1916,Piaras Béaslaí,Seán MacDiarmada
8 January 1916,Seán MacDiarmada,The O'Rahilly
8 January 1916,Patrick O'Malley,Seán MacDiarmada
8 January 1916,Pierce McCann,Seán MacDiarmada
8 January 1916,Charles Shannon,R. Foley
8 January 1916,Piaras Béaslaí,R. Foley
8 January 1916,R. Foley,The O'Rahilly
8 January 1916,Patrick O'Malley,R. Foley
8 January 1916,Pierce McCann,R. Foley
8 January 1916,Charles Shannon,Piaras Béaslaí
8 January 1916,Charles Shannon,The O'Rahilly
8 January 1916,Charles Shannon,Patrick O'Malley
8 January 1916,Charles Shannon,Pierce McCann
8 January 1916,Piaras Béaslaí,The O'Rahilly
8 January 1916,Patrick O'Malley,Piaras Béaslaí
8 January 1916,Piaras Béaslaí,Pierce McCann
8 January 1916,Patrick O'Malley,The O'Rahilly
8 January 1916,Pierce McCann,The O'Rahilly
8 January 1916,Patrick O'Malley,Pierce McCann
9 January 1916,Ben Parsons,Tom Clarke
9 January 1916,Patrick O'Malley,Tom Clarke
9 January 1916,Seán MacDiarmada,Tom Clarke
9 January 1916,Charles Shannon,Tom Clarke
9 January 1916,Charles Shannon,Seán MacDiarmada
9 January 1916,Patrick O'Malley,Pierce McCann
9 January 1916,Francis Sheehy-Skeffington,Pierce McCann
9 January 1916,Joseph McGuinness,Pierce McCann
9 January 1916,Michael O'Hanrahan,Pierce McCann
9 January 1916,Hugh O'Hehir,Pierce McCann
9 January 1916,Con Collins,Pierce McCann
9 January 1916,Pierce McCann,Seán T. O'Kelly
9 January 1916,Philip A. Sargent,Pierce McCann
9 January 1916,Eoin MacNeill,Pierce McCann
9 January 1916,Francis Sheehy-Skeffington,Patrick O'Malley
9 January 1916,Joseph McGuinness,Patrick O'Malley
9 January 1916,Michael O'Hanrahan,Patrick O'Malley
9 January 1916,Hugh O'Hehir,Patrick O'Malley
9 January 1916,Con Collins,Patrick O'Malley
9 January 1916,Patrick O'Malley,Seán T. O'Kelly
9 January 1916,Patrick O'Malley,Philip A. Sargent
9 January 1916,Eoin MacNeill,Patrick O'Malley
9 January 1916,Francis Sheehy-Skeffington,Joseph McGuinness
9 January 1916,Francis Sheehy-Skeffington,Michael O'Hanrahan
9 January 1916,Francis Sheehy-Skeffington,Hugh O'Hehir
9 January 1916,Con Collins,Francis Sheehy-Skeffington
9 January 1916,Francis Sheehy-Skeffington,Seán T. O'Kelly
9 January 1916,Francis Sheehy-Skeffington,Philip A. Sargent
9 January 1916,Eoin MacNeill,Francis Sheehy-Skeffington
9 January 1916,Joseph McGuinness,Michael O'Hanrahan
9 January 1916,Hugh O'Hehir,Joseph McGuinness
9 January 1916,Con Collins,Joseph McGuinness
9 January 1916,Joseph McGuinness,Seán T. O'Kelly
9 January 1916,Joseph McGuinness,Philip A. Sargent
9 January 1916,Eoin MacNeill,Joseph McGuinness
9 January 1916,Hugh O'Hehir,Michael O'Hanrahan
9 January 1916,Con Collins,Michael O'Hanrahan
9 January 1916,Michael O'Hanrahan,Seán T. O'Kelly
9 January 1916,Michael O'Hanrahan,Philip A. Sargent
9 January 1916,Eoin MacNeill,Michael O'Hanrahan
9 January 1916,Con Collins,Hugh O'Hehir
9 January 1916,Hugh O'Hehir,Seán T. O'Kelly
9 January 1916,Hugh O'Hehir,Philip A. Sargent
9 January 1916,Eoin MacNeill,Hugh O'Hehir
9 January 1916,Con Collins,Seán T. O'Kelly
9 January 1916,Con Collins,Philip A. Sargent
9 January 1916,Con Collins,Eoin MacNeill
9 January 1916,Philip A. Sargent,Seán T. O'Kelly
9 January 1916,Eoin MacNeill,Seán T. O'Kelly
9 January 1916,Eoin MacNeill,Philip A. Sargent
10 January 1916,Seán MacDiarmada,Tom Clarke
10 January 1916,Michael Foley,Tom Clarke
10 January 1916,Joseph Murray,Tom Clarke
10 January 1916,Joseph Murray,Michael Foley
10 January 1916,John R. Reynolds,Tom Clarke
10 January 1916,Pierce McCann,The O'Rahilly
10 January 1916,Joseph McGuinness,Seán MacDiarmada
11 January 1916,Seán MacDiarmada,Tom Clarke
11 January 1916,Michael Foley,Tom Clarke
11 January 1916,Michael Mullen,Tom Clarke
11 January 1916,Michael O'Hanrahan,Tom Clarke
11 January 1916,Michael Foley,Michael Mullen
11 January 1916,Michael Foley,Michael O'Hanrahan
11 January 1916,Michael Mullen,Michael O'Hanrahan
11 January 1916,Piaras Béaslaí,Tom Clarke
11 January 1916,Tom Clarke,Victor Collins
11 January 1916,P.H. Pearse,Thomas MacDonagh
11 January 1916,P.H. Pearse,The O'Rahilly
11 January 1916,P.H. Pearse,Piaras Béaslaí
11 January 1916,Edward Daly,P.H. Pearse
11 January 1916,P.H. Pearse,Thomas Byrne
11 January 1916,Eimar O'Duffy,P.H. Pearse
11 January 1916,Bulmer Hobson,P.H. Pearse
11 January 1916,J.J. O'Connell,P.H. Pearse
11 January 1916,Joseph Plunkett,P.H. Pearse
11 January 1916,Joseph Duggan,P.H. Pearse
11 January 1916,The O'Rahilly,Thomas MacDonagh
11 January 1916,Piaras Béaslaí,Thomas MacDonagh
11 January 1916,Edward Daly,Thomas MacDonagh
11 January 1916,Thomas Byrne,Thomas MacDonagh
11 January 1916,Eimar O'Duffy,Thomas MacDonagh
11 January 1916,Bulmer Hobson,Thomas MacDonagh
11 January 1916,J.J. O'Connell,Thomas MacDonagh
11 January 1916,Joseph Plunkett,Thomas MacDonagh
11 January 1916,Joseph Duggan,Thomas MacDonagh
11 January 1916,Piaras Béaslaí,The O'Rahilly
11 January 1916,Edward Daly,The O'Rahilly
11 January 1916,The O'Rahilly,Thomas Byrne
11 January 1916,Eimar O'Duffy,The O'Rahilly
11 January 1916,Bulmer Hobson,The O'Rahilly
11 January 1916,J.J. O'Connell,The O'Rahilly
11 January 1916,Joseph Plunkett,The O'Rahilly
11 January 1916,Joseph Duggan,The O'Rahilly
11 January 1916,Edward Daly,Piaras Béaslaí
11 January 1916,Piaras Béaslaí,Thomas Byrne
11 January 1916,Eimar O'Duffy,Piaras Béaslaí
11 January 1916,Bulmer Hobson,Piaras Béaslaí
11 January 1916,J.J. O'Connell,Piaras Béaslaí
11 January 1916,Joseph Plunkett,Piaras Béaslaí
11 January 1916,Joseph Duggan,Piaras Béaslaí
11 January 1916,Edward Daly,Thomas Byrne
11 January 1916,Edward Daly,Eimar O'Duffy
11 January 1916,Bulmer Hobson,Edward Daly
11 January 1916,Edward Daly,J.J. O'Connell
11 January 1916,Edward Daly,Joseph Plunkett
11 January 1916,Edward Daly,Joseph Duggan
11 January 1916,Eimar O'Duffy,Thomas Byrne
11 January 1916,Bulmer Hobson,Thomas Byrne
11 January 1916,J.J. O'Connell,Thomas Byrne
11 January 1916,Joseph Plunkett,Thomas Byrne
11 January 1916,Joseph Duggan,Thomas Byrne
11 January 1916,Bulmer Hobson,Eimar O'Duffy
11 January 1916,Eimar O'Duffy,J.J. O'Connell
11 January 1916,Eimar O'Duffy,Joseph Plunkett
11 January 1916,Eimar O'Duffy,Joseph Duggan
11 January 1916,Bulmer Hobson,J.J. O'Connell
11 January 1916,Bulmer Hobson,Joseph Plunkett
11 January 1916,Bulmer Hobson,Joseph Duggan
11 January 1916,J.J. O'Connell,Joseph Plunkett
11 January 1916,J.J. O'Connell,Joseph Duggan
11 January 1916,Joseph Duggan,Joseph Plunkett
11 January 1916,Seán MacDiarmada,William O'Leary Curtis
11 January 1916,Arthur Griffith,Seán MacDiarmada
11 January 1916,Arthur Griffith,William O'Leary Curtis
12 January 1916,Seán MacDiarmada,Tom Clarke
12 January 1916,Seán McGarry,Tom Clarke
12 January 1916,Seán McGarry,Seán MacDiarmada
12 January 1916,Joseph Murray,Tom Clarke
12 January 1916,Hanna Sheehy-Skeffington,Tom Clarke
12 January 1916,J.J. Buggy,Tom Clarke
12 January 1916,John R. Reynolds,Tom Clarke
12 January 1916,Constance Markievicz,John R. Reynolds
12 January 1916,Bulmer Hobson,Herbert Mellows
12 January 1916,Bulmer Hobson,The O'Rahilly
12 January 1916,Herbert Mellows,The O'Rahilly
12 January 1916,Bulmer Hobson,Patrick Ryan
12 January 1916,Bulmer Hobson,Éamon De Valera
12 January 1916,Bulmer Hobson,Michael O'Hanrahan
12 January 1916,Bulmer Hobson,The O'Rahilly
12 January 1916,Bulmer Hobson,Joseph Plunkett
12 January 1916,Bulmer Hobson,Herbert Mellows
12 January 1916,Bulmer Hobson,J. O'Connor
12 January 1916,Bulmer Hobson,Thomas MacDonagh
12 January 1916,Bulmer Hobson,Éamonn Ceannt
12 January 1916,Bulmer Hobson,Seán MacDiarmada
12 January 1916,Bulmer Hobson,P.H. Pearse
12 January 1916,Bulmer Hobson,Eimar O'Duffy
12 January 1916,Bulmer Hobson,Frank McCabe
12 January 1916,Patrick Ryan,Éamon De Valera
12 January 1916,Michael O'Hanrahan,Patrick Ryan
12 January 1916,Patrick Ryan,The O'Rahilly
12 January 1916,Joseph Plunkett,Patrick Ryan
12 January 1916,Herbert Mellows,Patrick Ryan
12 January 1916,J. O'Connor,Patrick Ryan
12 January 1916,Patrick Ryan,Thomas MacDonagh
12 January 1916,Patrick Ryan,Éamonn Ceannt
12 January 1916,Patrick Ryan,Seán MacDiarmada
12 January 1916,P.H. Pearse,Patrick Ryan
12 January 1916,Eimar O'Duffy,Patrick Ryan
12 January 1916,Frank McCabe,Patrick Ryan
12 January 1916,Michael O'Hanrahan,Éamon De Valera
12 January 1916,The O'Rahilly,Éamon De Valera
12 January 1916,Joseph Plunkett,Éamon De Valera
12 January 1916,Herbert Mellows,Éamon De Valera
12 January 1916,J. O'Connor,Éamon De Valera
12 January 1916,Thomas MacDonagh,Éamon De Valera
12 January 1916,Éamon De Valera,Éamonn Ceannt
12 January 1916,Seán MacDiarmada,Éamon De Valera
12 January 1916,P.H. Pearse,Éamon De Valera
12 January 1916,Eimar O'Duffy,Éamon De Valera
12 January 1916,Frank McCabe,Éamon De Valera
12 January 1916,Michael O'Hanrahan,The O'Rahilly
12 January 1916,Joseph Plunkett,Michael O'Hanrahan
12 January 1916,Herbert Mellows,Michael O'Hanrahan
12 January 1916,J. O'Connor,Michael O'Hanrahan
12 January 1916,Michael O'Hanrahan,Thomas MacDonagh
12 January 1916,Michael O'Hanrahan,Éamonn Ceannt
12 January 1916,Michael O'Hanrahan,Seán MacDiarmada
12 January 1916,Michael O'Hanrahan,P.H. Pearse
12 January 1916,Eimar O'Duffy,Michael O'Hanrahan
12 January 1916,Frank McCabe,Michael O'Hanrahan
12 January 1916,Joseph Plunkett,The O'Rahilly
